1222560571,1
195094947,1
195095305,1
195095695,1
195096051,1
195097096,1
195097435,1
195097706,0
195098197,1
2047010488,1
2244679531,1
2346920333,1
2398123533,0
2398124271,1
2398124451,1
2398953278,1
2398953666,0
2926217701,1
3004093716,1
308496202,1
3110938069,1
3276627825,1
3323482437,1
3323482603,1
3324320436,1
3753941579,1
3754741600,1
3808466238,1
3911824251,1
3923571298,1
3931041752,1
3931272905,1
425927960,1
43801634,1
4461498739,1
4462272044,1
4462272210,1
4462272350,1
4489457676,1
4825360708,1
4825361436,1
4825361582,1
5039429447,1
504774932,0
5485270934,1
5487920155,1
5999426835,1
5999427541,1
6153588962,0
6153589406,1
6219710089,0
6219710095,1
6219710099,0
66191920,1
6992936360,0
80251158,1
80251224,1
8203780777,1
8221459969,1
869573258,1
