2162704907,0
2230517584,1
2311652728,0
235748824,0
235748825,0
235748826,0
235778966,0
235778967,0
235778968,0
235778969,0
235778970,0
235778971,0
235801905,0
235801906,0
235801907,0
2949199473,1
2979294660,1
2979295512,1
3447118420,0
3449785248,0
3451489543,1
3454317747,0
3458398737,0
3461685161,0
360620911,1
360620923,1
3850295637,0
3978104540,0
4106979417,1
4192151327,1
4781523904,1
492630565,0
497917742,1
497918106,1
497918824,1
497919126,1
497928841,1
497928917,1
497929147,0
497946405,1
497946503,1
497946583,1
497946801,0
497947121,1
5868072306,0
6290236031,0
