1413249619,1
1414268314,1
2063202901,1
2063203933,1
2063993916,1
2063998282,1
2063999304,1
219291316,1
219291355,1
2418950933,1
2418954287,1
2418957713,1
2418962743,1
2418965067,1
2418966811,1
2419766266,1
2419767372,1
2419769762,1
2419773454,1
2419775040,1
2451091941,1
2451092205,1
2451092325,0
2451092679,1
2451092939,1
2451918978,1
2452102330,1
2720725780,1
2762480661,1
2763191756,1
2763433134,0
2828503029,1
2829343106,1
2925276752,1
2925538493,1
2944016875,1
2944026871,1
3495003182,1
3713039049,1
3756112930,1
4015421794,1
4015423522,1
4046955259,1
4046956467,1
4046960075,1
4046962815,1
4046968553,1
4046991315,1
4047004361,1
4047004731,0
4047028013,1
4047039237,1
4047041799,1
4047056003,1
4047075463,1
4047082635,0
4047114487,1
4047123853,1
4047133603,1
4047677946,1
4047700370,1
4047717158,1
4047726726,1
4047758112,1
4047762862,1
4047767128,1
4047778086,1
4047782648,0
4047788050,1
4047792578,1
4047796188,1
4047803696,1
4047808172,1
4047811792,1
4047826510,1
4047827938,1
4047832262,1
4047835602,1
4047836828,1
4047847068,1
4047850356,1
4047852938,1
4056520421,1
4056521281,1
4056528883,1
4056534205,1
4056544021,1
4056553137,0
4057253438,1
4057256010,1
4057261442,1
4057264036,1
4057266444,1
4057269498,1
4057271628,1
4057276206,1
4057277328,1
4057279960,1
4057285132,1
4057287442,1
4057289734,1
416402068,1
431294678,1
4343537295,1
4344271728,1
4344284540,1
4344287700,0
4529102042,1
4529115968,1
4637113056,1
487242736,1
5297546351,1
5668790771,1
5669353118,1
5669369450,1
5669371142,0
5669372112,1
6172852502,1
6187983,1
6187984,1
6533079409,1
6545192601,1
6555578715,1
6571246589,1
6589643431,1
6602168291,0
6627949855,1
6641115423,1
6659417235,1
6673080063,1
6684324961,1
6700992269,1
6714378765,1
6725564181,1
762749450,1
762749744,1
7859404734,1
7859410856,1
7859420778,1
7859423572,1
7859426728,1
7859435752,1
7859438608,1
7859441816,1
7914634242,1
8024909575,1
8203821851,1
8204913076,1
8267506509,1
999336129,1
