10918904,1
2058503932,0
212397073,0
212998442,0
213986874,0
214076516,0
214098967,1
231350390,1
240778165,1
2641511535,1
2642332428,1
2642337822,1
2705567565,1
2806044371,1
2806167129,1
2807015536,1
2807015698,1
3125050953,1
321559803,0
33740121,1
3411870792,1
349577230,1
3750868472,0
3792929967,1
3849268410,0
43755049,0
4602025720,1
4843716472,0
4843718812,1
5004381056,0
6050568412,1
6055125569,1
6055125647,1
6055125725,1
6055125817,1
6055125959,1
6055126157,1
6055126309,1
6055674668,1
6055674852,1
6055674916,1
6055675060,1
6055675272,1
6055675334,1
6155342431,1
6155381339,1
6164090356,1
6927217801,1
7772692990,1
7935448910,1
8330258860,1
8359074296,1
8395875019,1
8395876655,1
8396959750,1
