3338743092,1
3338745530,1
3661394189,1
3661396665,1
3661397803,1
3661398981,1
3661401323,1
3661402463,1
3661403701,1
3661406509,1
3661408025,1
3661409157,1
3661410331,1
3661411441,1
3661412767,1
3662193652,1
3662195848,1
3662200516,1
3662205150,1
3662214016,1
3662215328,1
3662216506,1
3664405919,1
3664406423,1
3664408325,1
3664415421,1
3664416473,0
3664417623,1
3664417741,1
3664418397,0
3664419603,1
3664420127,1
3664423007,1
3664423463,1
3664424915,1
3664427281,1
3665208924,1
3665209968,1
3665211212,1
3665213158,1
3665219010,1
3665220244,1
3665221316,1
3665223114,0
3665223328,0
3665224994,1
3665225450,1
3665225922,1
3665226376,1
3665226746,1
3665227996,1
3665228414,1
3665228816,1
3665229552,1
3665229982,1
3665230360,1
4531797287,1
4914949671,1
5315894983,1
5464356397,0
6147048729,1
6162261886,1
6644537201,0
6966434764,0
6966435004,0
7112511661,0
7112511831,0
7112511985,0
7240056724,0
7240056892,0
7240057084,0
7240057344,0
