ANZAC War Memorial Sydney (Greg O'Beirne),0.317095,0.295048,0.333054,0.256124,0.498123,0.265022,0.303014,0.291893,0.374821,0.311798,0.291264,0.338753,0.285934,0.464905,0.266375,0.303786,0.309899,0.382125,0.310598,0.28764,0.347789,0.290617,0.45983,0.25998,0.297798,0.325831,0.376157,0.317972,0.286194,0.340797,0.256098,0.483755,0.255826,0.341127,0.294129,0.364573,0.312145,0.286482,0.344214,0.276427,0.462563,0.253875,0.336708,0.314746,0.367076,0.318008,0.287171,0.342204,0.280223,0.460982,0.250213,0.331545,0.327896,0.358087,0.28881,0.275769,0.427289,0.234288,0.41857,0.24283,0.43664,0.288772,0.307998,0.305268,0.281086,0.403366,0.25258,0.422451,0.248242,0.412665,0.299182,0.31845,0.327261,0.283008,0.380082,0.249947,0.441656,0.24774,0.397062,0.295582,0.323123
Admiralty Arch London (Diliff),0.234604,0.384477,0.462152,0.201899,0.289786,0.225049,0.539154,0.290943,0.181198,0.225367,0.342857,0.50036,0.220921,0.282642,0.20806,0.49919,0.359946,0.174832,0.231014,0.291741,0.534535,0.231154,0.280259,0.205288,0.456231,0.404468,0.173006,0.258872,0.329606,0.473482,0.179719,0.328112,0.178378,0.565218,0.2575,0.206413,0.252844,0.297848,0.504578,0.194452,0.326616,0.169017,0.528061,0.313595,0.206182,0.250365,0.255466,0.5395,0.200046,0.319674,0.16104,0.501505,0.347295,0.201816,0.261348,0.275137,0.506602,0.18238,0.341591,0.166007,0.558815,0.243517,0.224213,0.252437,0.260179,0.52718,0.18588,0.330413,0.159739,0.550443,0.265428,0.21905,0.250635,0.243512,0.542296,0.190268,0.32731,0.1564,0.537347,0.282875,0.217356
Allen County Courthouse Indiana Fort Wayne (Tysto),0.194681,0.135568,0.172418,0.123683,0.72112,0.0973225,0.158285,0.141904,0.569226,0.185988,0.118946,0.151261,0.10454,0.730151,0.0877016,0.138476,0.114257,0.586864,0.23014,0.188729,0.262061,0.148449,0.668986,0.151489,0.232326,0.182996,0.512591,0.256063,0.218677,0.25044,0.175773,0.642427,0.140438,0.268588,0.249035,0.475818,0.267616,0.216158,0.235241,0.166383,0.650394,0.14618,0.263709,0.228701,0.482087,0.307974,0.316131,0.284335,0.186031,0.54793,0.202956,0.380279,0.246023,0.37842,0.252568,0.23969,0.435895,0.17218,0.500945,0.151112,0.436776,0.263045,0.354065,0.269866,0.238666,0.430582,0.167385,0.502222,0.158654,0.439263,0.250963,0.351369,0.282644,0.284032,0.457426,0.16278,0.41882,0.179691,0.516237,0.231864,0.275211
Angel Falls Venezuela (Paulo Capiotti),0.349236,0.373096,0.309814,0.279829,0.35924,0.391031,0.339504,0.273319,0.304336,0.343694,0.376523,0.313899,0.276703,0.354871,0.39823,0.345127,0.270968,0.296565,0.337278,0.372712,0.334428,0.274926,0.34366,0.390941,0.358709,0.283232,0.282972,0.324915,0.381976,0.340456,0.277357,0.333094,0.366713,0.369979,0.3017,0.286968,0.315856,0.390796,0.348559,0.27114,0.320478,0.370339,0.383789,0.300986,0.27342,0.317121,0.3861,0.352286,0.270001,0.319868,0.368413,0.385221,0.305424,0.271352,0.294643,0.356887,0.376995,0.293596,0.330945,0.32214,0.381376,0.337398,0.291393,0.288897,0.369821,0.382451,0.282059,0.320532,0.326349,0.39679,0.332808,0.276583,0.297653,0.372549,0.375006,0.274117,0.329166,0.332132,0.393395,0.326785,0.27682
Armed Forces Memorial United Kingdom (Bs0u10e01),0.207291,0.300276,0.546142,0.271866,0.426748,0.257043,0.360007,0.280361,0.195679,0.225779,0.290891,0.538133,0.265574,0.429774,0.25877,0.357193,0.281746,0.213668,0.223298,0.285662,0.538308,0.262523,0.383399,0.264965,0.399624,0.289187,0.22206,0.261172,0.261164,0.379623,0.320428,0.391308,0.259492,0.396044,0.36877,0.321708,0.275154,0.264068,0.3558,0.313434,0.403307,0.274676,0.393897,0.361293,0.325474,0.274645,0.276836,0.349476,0.301142,0.379687,0.286729,0.433632,0.351236,0.311983,0.236124,0.289885,0.426885,0.332933,0.298709,0.249936,0.404407,0.406364,0.294559,0.250103,0.29882,0.407375,0.328246,0.31053,0.266805,0.403069,0.393286,0.299505,0.261705,0.31294,0.394213,0.321503,0.309965,0.284137,0.409623,0.377647,0.295957
Baptistry of St. John  Pisa (NotFromUtrecht),0.316719,0.18738,0.299218,0.346818,0.518448,0.239456,0.227333,0.241922,0.467364,0.3455,0.208967,0.324322,0.300507,0.533201,0.27247,0.246308,0.227009,0.413194,0.403355,0.224247,0.29547,0.26829,0.525021,0.313058,0.246107,0.206395,0.388479,0.344179,0.201583,0.287661,0.29881,0.540963,0.221224,0.272462,0.240023,0.442087,0.362705,0.213974,0.279845,0.273298,0.556389,0.242239,0.275946,0.228546,0.415966,0.392999,0.231836,0.280512,0.255311,0.535787,0.273611,0.290769,0.217738,0.392486,0.32373,0.238843,0.362958,0.247814,0.502659,0.218732,0.377777,0.259553,0.36662,0.32797,0.246408,0.354275,0.25005,0.501479,0.232029,0.368685,0.262061,0.365732,0.329562,0.258024,0.367758,0.24404,0.475506,0.241593,0.39023,0.260747,0.353933
Basilica Santa Maria Alicante (Zeisterre),0.349687,0.395599,0.304216,0.240778,0.507672,0.277597,0.33096,0.230469,0.270663,0.365147,0.38739,0.332498,0.230416,0.494833,0.276893,0.334746,0.247179,0.241389,0.366463,0.394298,0.331414,0.220189,0.467531,0.277451,0.363181,0.250724,0.248172,0.358171,0.351487,0.335502,0.21602,0.48066,0.260803,0.401139,0.234874,0.271688,0.396987,0.33425,0.322977,0.200532,0.496303,0.256972,0.381764,0.247724,0.258242,0.414508,0.35049,0.304087,0.19434,0.474238,0.270283,0.400949,0.234787,0.247514,0.357896,0.285954,0.332935,0.201586,0.504351,0.241906,0.42394,0.222856,0.31045,0.391704,0.27955,0.335163,0.19468,0.495868,0.24424,0.418285,0.232144,0.28947,0.432099,0.28085,0.315328,0.189156,0.495014,0.262957,0.404876,0.213961,0.274432
Basilica di Santa Croce Lecce (Tango7174),0.303057,0.340139,0.426461,0.271274,0.287705,0.305061,0.472405,0.289328,0.233001,0.300934,0.337462,0.428975,0.269812,0.290746,0.296788,0.476146,0.287228,0.238556,0.311119,0.343009,0.415705,0.26968,0.290596,0.306728,0.470269,0.284302,0.243933,0.288384,0.323911,0.457441,0.266816,0.272066,0.270155,0.506588,0.277159,0.225879,0.293817,0.319919,0.452075,0.270034,0.27975,0.263304,0.503186,0.280069,0.234112,0.296099,0.323458,0.446115,0.274971,0.280818,0.265217,0.498123,0.283714,0.235061,0.243898,0.260297,0.530789,0.20812,0.277045,0.192276,0.576435,0.238987,0.211169,0.256211,0.257384,0.525674,0.214011,0.287263,0.191613,0.563302,0.249006,0.217777,0.262242,0.264859,0.519007,0.222692,0.290857,0.197853,0.55003,0.261576,0.217763
Basilica of Our Lady of the Pillar Zaragoza (Willtron),0.326302,0.258134,0.394922,0.289629,0.485329,0.242869,0.279207,0.303914,0.349565,0.320804,0.260493,0.410137,0.277533,0.494108,0.25125,0.277712,0.292729,0.337502,0.312521,0.260033,0.431041,0.27672,0.480358,0.264896,0.281208,0.288253,0.330547,0.344844,0.260704,0.348636,0.270356,0.474395,0.247658,0.362625,0.284096,0.346243,0.352959,0.257245,0.332138,0.255387,0.49774,0.249533,0.354719,0.273603,0.350728,0.359879,0.247676,0.317854,0.256806,0.502765,0.267133,0.344916,0.272644,0.35317,0.354304,0.279423,0.327189,0.289301,0.439059,0.287181,0.355998,0.285015,0.349899,0.36323,0.271791,0.309281,0.282797,0.455798,0.287914,0.344575,0.278266,0.362979,0.368744,0.26198,0.298297,0.282911,0.463587,0.296116,0.334161,0.276285,0.368483
Basilica of Saint Mary Major Rome (JACurran),0.27329,0.233249,0.497145,0.287632,0.3969,0.192448,0.431893,0.273175,0.292063,0.277555,0.241929,0.510886,0.258551,0.376408,0.181286,0.467824,0.267982,0.267132,0.271557,0.250028,0.493762,0.257965,0.375702,0.188196,0.474468,0.273174,0.277636,0.223631,0.213142,0.534616,0.230537,0.355096,0.156354,0.517434,0.252741,0.288865,0.237024,0.217108,0.536776,0.215436,0.346144,0.154411,0.537793,0.243988,0.264069,0.257122,0.239161,0.512559,0.219458,0.360295,0.171086,0.524955,0.255431,0.25672,0.236511,0.1991,0.491617,0.182404,0.428969,0.140236,0.527977,0.212465,0.31919,0.260168,0.200687,0.497985,0.178492,0.419488,0.141047,0.538245,0.20898,0.287999,0.287053,0.218217,0.484532,0.179906,0.429875,0.152288,0.526275,0.216533,0.266473
Blue Domed Church in Santorini (Hhss8228),0.269911,0.346251,0.438855,0.30674,0.380606,0.299826,0.35227,0.312137,0.253563,0.269473,0.330632,0.449092,0.295305,0.391808,0.299196,0.349416,0.310863,0.259652,0.273401,0.31882,0.472165,0.290807,0.370124,0.293857,0.34443,0.31783,0.270382,0.26677,0.345885,0.411384,0.272027,0.344068,0.310152,0.428352,0.325411,0.249012,0.272777,0.335166,0.407101,0.269286,0.364085,0.315751,0.41554,0.319792,0.260411,0.279809,0.326654,0.391881,0.272376,0.36486,0.312927,0.41266,0.330481,0.276935,0.247451,0.314436,0.474218,0.220709,0.333111,0.249964,0.520589,0.266619,0.225298,0.275699,0.310734,0.437196,0.226117,0.371811,0.263592,0.490347,0.268944,0.254303,0.303239,0.315385,0.392342,0.228892,0.396916,0.277763,0.469058,0.264144,0.278877
Bolivar Square Bogota Colombia (Martin St-Amant),0.322595,0.274305,0.487951,0.179676,0.458011,0.207586,0.408312,0.209124,0.294944,0.344802,0.231956,0.454492,0.167936,0.515024,0.195979,0.383611,0.209375,0.312874,0.321857,0.225823,0.473792,0.166584,0.48558,0.213679,0.399214,0.229726,0.31558,0.333929,0.276506,0.382893,0.237167,0.44634,0.271541,0.381948,0.265973,0.345833,0.34233,0.262241,0.365718,0.235386,0.469007,0.265986,0.368733,0.270507,0.353594,0.339884,0.277548,0.359899,0.252252,0.44856,0.276885,0.361244,0.280389,0.356793,0.299714,0.296331,0.395633,0.266465,0.363762,0.288767,0.421185,0.324394,0.310634,0.302639,0.295154,0.403886,0.256996,0.375477,0.276461,0.426355,0.311185,0.30999,0.309902,0.313338,0.388702,0.265737,0.374184,0.289967,0.40289,0.306901,0.32167
