ANZAC War Memorial Sydney (Greg O'Beirne),0.000140579,0.000165869,0.000157674,0.000127298,7.31857e-005,5.56663e-005,4.66241e-005,5.5525e-005,0.000163749,0.000163184,9.9606e-005,7.05013e-005,0.000141144,0.000141285,7.92609e-005,3.80057e-005,0.000118114,0.000131819,7.34682e-005,4.36571e-005,7.20554e-005,0.000102008,4.76131e-005,3.8147e-005,7.1349e-005,9.4661e-005,7.61527e-005,6.07526e-005,0.000101725,0.00010667,9.35307e-005,4.73305e-005,5.8492e-005,6.20242e-005,4.70479e-005,2.1334e-005,7.27618e-005,7.79894e-005,6.9371e-005,4.78956e-005,4.33745e-005,2.71267e-005,2.03451e-005,1.22918e-005,9.18353e-006,1.87909e-005,1.56826e-005,9.04225e-006,2.76919e-005,4.28094e-005,3.89947e-005,1.11615e-005,2.38772e-005,3.05176e-005,2.16166e-005,1.97799e-006,4.37984e-005,5.08626e-005,5.11452e-005,4.13965e-005,0,1.41285e-007,2.8257e-007,2.8257e-007
Admiralty Arch London (Diliff),9.19082e-006,9.19082e-006,9.21981e-006,9.33578e-006,9.33578e-006,9.39377e-006,1.02346e-005,9.13283e-006,9.07485e-006,9.39377e-006,9.48075e-006,9.62571e-006,8.98787e-006,8.98787e-006,8.61096e-006,7.50922e-006,9.48075e-006,9.16182e-006,9.30679e-006,9.6837e-006,9.59672e-006,1.00026e-005,9.88665e-006,8.98787e-006,8.95887e-006,9.33578e-006,9.04585e-006,8.11807e-006,6.55244e-006,4.89984e-006,2.78334e-006,2.02952e-006,7.04533e-006,6.11755e-006,3.71112e-006,1.97153e-006,8.55297e-006,8.66894e-006,1.07564e-005,8.69793e-006,4.87084e-006,5.16077e-006,3.85608e-006,2.23247e-006,6.23352e-006,7.04533e-006,6.84238e-006,4.60991e-006,3.56615e-006,3.62414e-006,2.63837e-006,1.21771e-006,4.34897e-007,4.34897e-007,1.44966e-007,2.89931e-008,4.69688e-006,5.13178e-006,3.91407e-006,1.91355e-006,1.18872e-006,1.33368e-006,1.15972e-006,7.24828e-007
Allen County Courthouse Indiana Fort Wayne (Tysto),8.55112e-005,0.000111974,0.000104538,0.000101914,0.000103226,0.000116348,9.33844e-005,9.2947e-005,0.000132969,0.000159431,0.000165118,0.000132313,0.000103445,0.00011591,0.00011263,7.56698e-005,6.62657e-005,5.55495e-005,5.97048e-005,8.70421e-005,0.000104757,0.000105194,0.000111974,8.26681e-005,0.000137124,0.000162056,0.000165555,0.000118753,6.93275e-005,0.000108475,8.33242e-005,1.42154e-005,4.41771e-005,6.86714e-005,5.70804e-005,1.44341e-005,1.77146e-005,3.87097e-005,3.34609e-005,1.55276e-005,2.62438e-006,9.84144e-006,6.77966e-006,1.09349e-006,9.44779e-005,0.000114598,9.77583e-005,3.91471e-005,8.52925e-005,0.000131438,0.000115692,5.90487e-006,8.31055e-006,1.50902e-005,3.06178e-006,0,4.59267e-006,1.00601e-005,3.49918e-006,0,2.62438e-005,6.12356e-005,3.80536e-005,1.53089e-006
Angel Falls Venezuela (Paulo Capiotti),4.5217e-005,4.42214e-005,3.7584e-005,1.98291e-005,1.07027e-005,3.89945e-006,3.98241e-006,3.56758e-006,4.38066e-005,4.30598e-005,1.68423e-005,3.40165e-006,3.57588e-005,3.42654e-005,5.39285e-006,2.73791e-006,2.32307e-005,1.85846e-005,7.13516e-006,3.73351e-006,2.58027e-005,2.265e-005,8.7945e-006,5.80769e-007,2.82088e-005,3.28549e-005,2.31478e-005,6.38846e-006,2.88725e-005,3.16934e-005,7.30109e-006,1.41044e-006,1.65104e-005,1.80868e-005,1.49341e-006,1.2445e-006,1.02879e-005,1.18643e-005,5.30988e-006,4.72912e-006,8.46263e-006,1.05368e-005,2.07417e-006,4.14835e-007,1.44362e-005,1.34406e-005,3.31868e-006,1.65934e-007,1.29428e-005,2.19033e-005,1.61786e-005,3.73351e-006,2.90384e-006,7.54999e-006,9.12636e-007,2.48901e-007,2.40604e-006,3.65055e-006,1.49341e-005,7.71593e-006,6.63736e-007,2.48901e-007,8.2967e-008,0
Armed Forces Memorial United Kingdom (Bs0u10e01),1.0265e-005,5.92214e-006,2.10565e-006,7.89619e-007,0,3.94809e-007,4.17182e-005,0,3.34272e-005,1.8556e-005,1.03966e-005,2.75051e-005,2.63206e-007,0,0,2.63206e-007,2.63206e-007,2.63206e-007,2.10565e-005,5.79054e-005,3.15847e-006,2.76367e-006,2.23725e-006,1.57924e-006,0.000102519,9.17274e-005,2.02669e-005,1.73716e-005,2.38202e-005,6.58016e-007,3.94809e-007,2.23725e-006,0,0,0,0,0,0,3.46116e-005,3.59277e-005,0,0,0,0,5.26412e-007,7.89619e-007,5.26412e-007,1.31603e-007,9.4491e-005,9.64651e-005,3.26376e-005,1.32919e-005,0,0,0,0,0,0,0,0,0,0,0,0
Baptistry of St. John  Pisa (NotFromUtrecht),5.56573e-005,7.67755e-005,9.03938e-005,9.53279e-005,9.63148e-005,9.31569e-005,9.13806e-005,8.13149e-005,7.83544e-005,9.71042e-005,9.1578e-005,8.54596e-005,7.79597e-005,0.000102038,9.86832e-005,8.84201e-005,6.65124e-005,9.51306e-005,9.88805e-005,0.000102828,2.11182e-005,3.13812e-005,3.09865e-005,2.54603e-005,4.59863e-005,6.61177e-005,6.5723e-005,5.66441e-005,2.5855e-005,4.16443e-005,3.37496e-005,2.19077e-005,1.44077e-005,2.99997e-005,2.01314e-005,8.48675e-006,3.55259e-005,6.80914e-005,9.03938e-005,0.000136972,1.57893e-006,2.3684e-006,1.7763e-006,5.92099e-007,4.93416e-006,9.07885e-006,8.09202e-006,3.94733e-006,7.10519e-006,1.49998e-005,9.07885e-006,2.96049e-006,1.44077e-005,1.87498e-005,9.27622e-006,1.97366e-007,1.38156e-006,2.96049e-006,4.38153e-005,3.43417e-005,1.38156e-006,1.57893e-006,1.57893e-006,9.86832e-007
Basilica Santa Maria Alicante (Zeisterre),3.92947e-005,5.43775e-005,4.22716e-005,3.39363e-005,2.77841e-005,2.22273e-005,1.68689e-005,9.72444e-006,9.2283e-005,0.000101214,5.71559e-005,2.52042e-005,1.09152e-005,1.82581e-005,1.58766e-005,9.32753e-006,1.76628e-005,3.0761e-005,2.26242e-005,9.9229e-006,5.41791e-005,5.85451e-005,3.13564e-005,1.01214e-005,9.54583e-005,0.00012483,0.000128998,8.21616e-005,2.10366e-005,3.3341e-005,2.79826e-005,1.13121e-005,7.93832e-007,9.9229e-007,7.93832e-007,1.98458e-007,7.34295e-006,2.75857e-005,1.74643e-005,4.16762e-006,4.16762e-006,1.50828e-005,8.73215e-006,2.3815e-006,1.96473e-005,3.85009e-005,1.74643e-005,1.38921e-006,3.57225e-006,2.65934e-005,3.81039e-005,5.95374e-007,0,1.98458e-007,0,0,1.78612e-006,9.16876e-005,7.93832e-006,0,0,9.9229e-007,0,0
Basilica di Santa Croce Lecce (Tango7174),0.000458025,0.000302469,0.000279012,0.000307407,0.000291358,0.000259259,0.000209877,0.000276543,0.000601235,0.000676543,0.000650617,0.000498765,0.000420988,0.000396296,0.000361728,0.000295062,0.000334568,0.000281481,0.000246914,0.000187654,0.000535802,0.000545679,0.000507407,0.000338272,0.000632099,0.000693827,0.000691358,0.000569136,0.000545679,0.000635802,0.000644444,0.000471605,0.000228395,0.000264198,0.000235802,0.000132099,0.000155556,0.000177778,0.000318519,0.00015679,0.000304938,0.000320988,0.00027037,0.000135802,0.000562963,0.000608642,0.000538272,0.000339506,0.000383951,0.000541975,0.000519753,0.000333333,4.93827e-005,0.00011358,8.76543e-005,5.67901e-005,5.18519e-005,5.18519e-005,0.000311111,0.000123457,0.000119753,0.000192593,0.000146914,2.96296e-005
Basilica of Our Lady of the Pillar Zaragoza (Willtron),9.67159e-005,0.000104776,8.79846e-005,7.28727e-005,6.14549e-005,4.60072e-005,3.45894e-005,2.35073e-005,8.96637e-005,9.2686e-005,7.791e-005,5.27236e-005,6.88429e-005,3.5261e-005,2.11566e-005,1.17537e-005,9.06711e-005,7.38802e-005,4.49997e-005,2.7873e-005,8.66413e-005,7.95891e-005,5.60818e-005,2.45148e-005,7.85816e-005,8.26115e-005,6.6828e-005,4.93654e-005,3.29103e-005,3.76117e-005,1.81342e-005,1.57835e-005,4.36565e-006,3.35819e-006,3.35819e-006,1.34328e-006,6.34698e-005,6.48131e-005,4.60072e-005,3.79475e-005,3.82834e-005,3.55968e-005,2.38431e-005,1.20895e-005,3.32461e-005,3.59326e-005,1.54477e-005,4.02983e-006,5.70892e-006,1.34328e-005,1.91417e-005,1.57835e-005,0,0,0,0,2.75372e-005,3.86192e-005,0.00014776,6.71638e-005,0,3.35819e-007,3.35819e-007,0
Basilica of Saint Mary Major Rome (JACurran),8.32876e-005,9.95e-005,6.99361e-005,5.277e-005,4.57764e-005,3.14713e-005,2.76566e-005,1.36693e-005,0.000123342,0.00011603,0.000109037,8.23339e-005,7.05719e-005,5.97636e-005,4.73658e-005,1.93914e-005,3.62396e-005,3.2107e-005,2.28882e-005,1.65304e-005,5.37237e-005,4.83195e-005,3.05176e-005,2.03451e-005,0.000130018,0.000134786,0.00013574,0.000130653,8.80559e-005,0.000107447,0.000103315,7.50224e-005,1.58946e-006,2.22524e-006,3.49681e-006,3.17891e-006,2.12987e-005,2.86102e-005,2.12987e-005,1.08083e-005,1.04904e-005,2.16166e-005,1.62125e-005,4.45048e-006,2.70208e-005,3.17891e-005,2.41597e-005,1.04904e-005,6.51677e-005,9.12348e-005,0.000105222,9.69569e-005,0,0,0,0,5.40415e-006,0.000103951,2.51134e-005,0,1.58946e-006,2.22524e-006,6.35783e-007,0
Blue Domed Church in Santorini (Hhss8228),4.78282e-006,7.65251e-006,9.18302e-006,1.98965e-005,1.79834e-005,1.16701e-005,1.33919e-005,1.60703e-005,3.82626e-006,1.66442e-005,2.56359e-005,3.44363e-005,3.44363e-006,1.05222e-005,1.12875e-005,1.10961e-005,8.9917e-006,3.34798e-005,3.19492e-005,1.33919e-005,3.63494e-006,3.30971e-005,3.99844e-005,2.88882e-005,1.5305e-006,1.39658e-005,2.73577e-005,4.955e-005,3.82626e-007,9.56564e-007,2.67838e-006,1.91313e-006,9.56564e-007,3.82626e-006,3.63494e-006,4.20888e-006,9.75696e-006,3.7306e-005,3.90278e-005,8.60908e-006,1.5305e-006,2.69751e-005,2.21923e-005,4.78282e-006,1.72182e-006,1.33919e-005,2.67838e-005,3.15666e-005,1.91313e-007,9.56564e-006,1.2818e-005,1.2244e-005,0,5.73939e-007,3.82626e-007,0,3.04187e-005,0.000112492,0.000134684,2.48707e-006,1.91313e-007,5.54807e-006,5.9307e-006,2.86969e-006
Bolivar Square Bogota Colombia (Martin St-Amant),0.001691,0.00124383,0.000935444,0.000976563,0.000858347,0.000442023,0.000123355,0.000128495,0.00197368,0.00176809,0.00144428,0.000549959,0.000339227,0.000205592,0.000179893,6.16776e-005,0.00205078,0.00187603,0.00123355,0.000128495,0.00229235,0.00246711,0.00173211,0.00052426,0.00158306,0.00183491,0.00150082,0.000637336,0.000221012,0.000169613,0.00027241,0.000436883,6.68174e-005,7.7097e-005,3.08388e-005,1.54194e-005,0.00117188,0.00142373,0.000704153,6.68174e-005,0.00235403,0.00257504,0.00149054,0.000354646,0.00101254,0.00142887,0.000961143,0.000431743,0.000591077,0.000837788,0.000884046,0.000575658,0,5.1398e-006,0,0,0.000498561,0.000961143,0.000292969,0,6.16776e-005,0.000138775,6.16776e-005,0
