ANZAC War Memorial Sydney (Greg O'Beirne),0.215783,15.2109,249998,185713,45.1088,0.484063,440.976,0.0843891,130.92,8.06486,8204.26,0.213804,15.3955,379308,235211,76.4983,0.535117,168.244,0.0969857,49.0326,8.86965,3655.3,0.215528,14.7229,238980,187143,58.9613,0.477352,441.701,0.087771,103.039,7.51974,10294.8,0.220326,15.0103,375602,238817,76.8549,0.530838,180.766,0.100979,44.1778,8.55154,4814.44
Admiralty Arch London (Diliff),0.11845,21.9515,936531,766543,69.9041,0.443104,3723.25,0.0477943,127.51,9.42541,142515,0.130755,21.3625,2.29377e+006,1.163e+006,222.626,0.577208,1163.65,0.0714339,39.132,11.8213,45487.8,0.135627,20.6139,1.58227e+006,924892,176.723,0.534612,1763.06,0.0693355,67.6762,10.4787,70063.8,0.131042,21.3728,2.30488e+006,1.16193e+006,222.809,0.578401,1197.18,0.0716017,39.5619,11.8729,48179.4
Allen County Courthouse Indiana Fort Wayne (Tysto),0.0893489,23.6118,157874,125193,36.5472,0.469958,891.982,0.0389343,26.5893,10.7774,48530.3,0.091638,23.1144,279190,177605,69.7965,0.5357,323.365,0.047696,9.17117,11.8236,17668.2,0.0988963,21.8895,129874,116462,44.9559,0.442913,845.798,0.0437534,25.4141,9.00649,43732.8,0.0918173,23.2078,284809,176744,70.2769,0.539785,354.333,0.0479379,9.52985,12.0217,19649.7
Angel Falls Venezuela (Paulo Capiotti),0.271587,10.0622,614892,606138,121.573,0.46928,794.654,0.122985,42.7198,4.97761,23759.3,0.278996,9.88884,963407,749875,149.698,0.541151,254.041,0.144026,16.7382,5.6532,8002.96,0.277654,9.82686,647253,633054,83.3179,0.475624,388.071,0.126973,24.9281,4.91899,12721.2,0.279403,9.89778,885500,723140,144.275,0.526297,378.599,0.141088,21.1339,5.49037,12447.1
Armed Forces Memorial United Kingdom (Bs0u10e01),0.108466,20.452,85069.4,114133,20.4883,0.354944,13676.2,0.0370081,396.766,7.86746,555714,0.109458,19.9314,145688,157508,44.2933,0.432252,1957.56,0.046179,66.043,9.40693,79039.6,0.111925,18.9754,88269.3,133877,36.2414,0.339243,2823.67,0.0381312,96.4649,6.88422,114192,0.109911,19.572,158436,167091,46.2678,0.442173,1948.54,0.0475156,67.2309,9.36971,78378.8
Baptistry of St. John  Pisa (NotFromUtrecht),0.0785729,26.5912,143317,105920,40.034,0.477784,2060.54,0.0367811,55.0782,12.741,84508.5,0.0784862,26.3834,196008,132007,49.7022,0.503911,839.125,0.0390618,23.2364,13.3168,33675.5,0.0780512,26.0686,103552,94664,28.2498,0.423506,1603.88,0.0333928,47.0628,10.939,63123.3,0.0771878,26.7904,204294,133837,50.4901,0.5115,824.087,0.0385388,22.9529,13.8602,32898
Basilica Santa Maria Alicante (Zeisterre),0.0919743,20.4068,72435.1,81327.4,20.8934,0.403936,3528.58,0.0339284,362.045,8.7453,43672.3,0.0916197,20.2837,131555,113061,38.3289,0.47757,1306.69,0.0387862,128.139,10.3044,18224.6,0.0907909,19.9879,61753.2,78875.3,25.9567,0.377335,2658.35,0.0299371,241.087,8.05131,44611.2,0.0931494,19.943,115921,108026,36.3715,0.457379,1235.67,0.0380914,119.253,9.66226,18154
Basilica di Santa Croce Lecce (Tango7174),0.0954024,24.9484,81458.5,34256.6,30.6758,0.630253,341.743,0.0644937,13.4257,15.6471,10171.5,0.0961893,24.3377,138351,46178.6,41.5101,0.707581,131.288,0.0728058,4.90858,17.1418,4066.54,0.096483,24.0369,118439,40207.5,36.1226,0.701652,225.552,0.0710764,8.98059,16.849,6805.57,0.0949468,24.438,134742,45907.2,41.0861,0.701866,138.229,0.0707618,5.44272,17.106,4064.65
Basilica of Our Lady of the Pillar Zaragoza (Willtron),0.162652,16.461,98309,72217.9,27.2316,0.481922,1641.81,0.0720927,89.0321,8.35542,41996.5,0.167941,16.2929,150568,89696.1,43.1424,0.545589,760.954,0.0844937,38.2797,9.3619,20222.4,0.169336,16.3448,81464.3,65798.1,31.8387,0.449013,1394.07,0.0692399,72.0713,7.83781,37353.1,0.166292,16.5602,152301,88936.4,43.2154,0.548906,727.493,0.0834151,36.7413,9.65329,19405.1
Basilica of Saint Mary Major Rome (JACurran),0.100085,24.1826,102664,67335,35.7649,0.493167,2086.33,0.0472699,233.01,11.3753,21635,0.0920075,25.5964,208197,102303,53.7655,0.578891,702.788,0.0501232,80.4531,14.5155,7271.36,0.0849518,26.6898,135916,78801,30.5327,0.532615,1199.51,0.0419307,143.986,14.1353,13104.4,0.0921104,25.608,217124,103657,54.6702,0.587065,646.294,0.0508906,74.4412,14.7478,6731.37
