ANZAC War Memorial Sydney (Greg O'Beirne),0.011709,0.00687931,0.00751623,0.00237557,0.0023524,0.00109284,0.0091386,0.00309768,0.00166999,0.00727435,0.00087399,0.00314981,0.00204835,0.0102858,0.00839671,0.0327447,0.0111292,0.00680485,0.00545191,0.0029116,0.00254907,0.00125193,0.00735135,0.00367016,0.00163693,0.00678705,0.000825811,0.00355629,0.00213567,0.00952812,0.00773762,0.0372778,0.0132821,0.00722334,0.00831505,0.00251629,0.00219472,0.00108436,0.008897,0.00321212,0.00166363,0.00692565,0.000995212,0.00301446,0.00201981,0.00958026,0.00840463,0.0312767,0.0135102,0.00831985,0.0083556,0.0027073,0.00272525,0.00115967,0.0100174,0.00323077,0.00178415,0.00779399,0.000960032,0.00338335,0.00216562,0.010786,0.00906061,0.0246455,0.0115074,0.00653966,0.00682449,0.00287445,0.00280762,0.001271,0.00974909,0.00371848,0.00174572,0.00806116,0.000921603,0.00383857,0.00224629,0.0112282,0.00778792,0.0294837,0.0150365,0.00852161,0.00806653,0.00256178,0.00207618,0.0011964,0.00921956,0.00310361,0.0017631,0.00804732,0.000983768,0.00303805,0.00210925,0.0106604,0.00867858,0.0255426,0.016706,0.0121731,0.00615297,0.00305501,0.00209681,0.00131,0.00698302,0.00319431,0.0018271,0.00717092,0.000882749,0.00286116,0.00213227,0.00848346,0.0100755,0.025501,0.0148311,0.0104986,0.00635401,0.00295568,0.00260996,0.00126521,0.00803206,0.00326736,0.00178655,0.00758489,0.000897443,0.00336753,0.00222708,0.00922479,0.00976153,0.0259415,0.0130569,0.0085558,0.00736448,0.00290242,0.0023021,0.00103548,0.0102841,0.0032586,0.00141638,0.00858166,0.000711512,0.00310672,0.00213496,0.0102779,0.00880941,0.0268069
Admiralty Arch London (Diliff),0.0022937,0.00561168,0.00112177,0.00144055,0.000624077,0.000229741,0.00502361,0.00232629,0.00025195,0.00323317,4.84765e-005,0.000630165,0.00030292,0.00737098,0.00440266,0.0759038,0.00228527,0.00451568,0.0012356,0.00151857,0.00092604,0.000236207,0.00524654,0.00244638,0.000286075,0.00234722,5.38692e-005,0.000759243,0.000308313,0.00719995,0.00334601,0.0781046,0.00281619,0.00453073,0.00135647,0.00152791,0.000801689,0.000237802,0.00479187,0.00241965,0.000324433,0.00221913,6.96995e-005,0.000708505,0.000333943,0.00715182,0.00303071,0.078495,0.011477,0.010973,0.00482701,0.00222148,0.00264536,0.000535155,0.00806304,0.00217651,0.00136398,0.00675853,0.000403265,0.00245401,0.00200969,0.00834625,0.0123011,0.0342603,0.0141958,0.00981872,0.0051038,0.00201923,0.00291726,0.000638486,0.00807519,0.0020599,0.00136604,0.00644624,0.000553189,0.00267351,0.00195124,0.00774397,0.0113924,0.0338605,0.0160451,0.00792834,0.00602442,0.00208701,0.0026275,0.000605115,0.0080491,0.00210113,0.00135247,0.00606133,0.000499928,0.00240243,0.00187275,0.00863293,0.00939934,0.0351267,0.017254,0.0116983,0.00613039,0.00255624,0.00288534,0.000757126,0.00795212,0.00217289,0.0016208,0.00725248,0.000632746,0.00292917,0.00234589,0.00783722,0.0115663,0.0252245,0.0173294,0.0100727,0.00597435,0.00277357,0.00310148,0.000971182,0.00744549,0.00260207,0.00195274,0.00673475,0.000846135,0.00308174,0.00259204,0.00738492,0.00995885,0.027994,0.0175093,0.0113912,0.00625486,0.0024425,0.00296449,0.000759446,0.0082067,0.00207017,0.00154597,0.00714796,0.000629325,0.00292483,0.00227048,0.00791393,0.0115017,0.0252826
Allen County Courthouse Indiana Fort Wayne (Tysto),0.00844374,0.00567829,0.0127119,0.0017719,0.00527064,0.000695025,0.00971263,0.00181039,0.000635757,0.00543073,0.000444833,0.00435539,0.00107403,0.0179431,0.00554926,0.0287878,0.00789065,0.010447,0.00299683,0.00271952,0.00144691,0.000442428,0.00616971,0.00299967,0.000811372,0.00483106,0.000197485,0.00144647,0.000891416,0.00812619,0.00626987,0.0526288,0.00309349,0.00658589,0.00102548,0.00211569,0.000948496,0.000232914,0.00602624,0.00274795,0.000379224,0.00246911,4.30837e-005,0.00075801,0.000312302,0.0074585,0.00349896,0.07262,0.0125102,0.00589437,0.01265,0.0017614,0.00382329,0.000592674,0.0102714,0.00167698,0.000877638,0.00597922,0.000459486,0.0033883,0.00140098,0.015469,0.00692772,0.0266327,0.0113813,0.0110511,0.00486058,0.00212969,0.00300558,0.000492291,0.00999803,0.00218808,0.00125817,0.00685577,0.000368289,0.00242515,0.00177518,0.00939748,0.0127285,0.0304002,0.00892969,0.00913789,0.00361771,0.00221258,0.00161903,0.000383816,0.00779377,0.00250826,0.00091263,0.00505457,0.000268999,0.00152739,0.00108496,0.00766823,0.00751121,0.0500846,0.0144538,0.0115097,0.00925686,0.00210344,0.00270924,0.000501258,0.0103458,0.00177255,0.00081181,0.00672477,0.00033942,0.00251001,0.00128792,0.0107611,0.0105389,0.0246889,0.0143073,0.0144833,0.00527173,0.00213975,0.00280634,0.000497977,0.00839366,0.00186266,0.000846145,0.00704954,0.000325424,0.00239803,0.00134893,0.00880241,0.0118069,0.0279753,0.0159007,0.0142539,0.00610257,0.00211635,0.00202187,0.000471077,0.00933209,0.00170804,0.00109896,0.00850344,0.000357572,0.00195998,0.00158622,0.00910902,0.012225,0.0235685
Angel Falls Venezuela (Paulo Capiotti),0.0164918,0.00784361,0.00722012,0.00299776,0.00318054,0.00139202,0.00812213,0.0033746,0.00250751,0.00823679,0.00133038,0.00419921,0.00284037,0.00851946,0.00898457,0.0234265,0.0166531,0.00756916,0.00601046,0.00329661,0.00316992,0.00150286,0.00704763,0.00381449,0.00253024,0.00725563,0.00138936,0.00446951,0.0029484,0.00762715,0.00907343,0.0263093,0.0104666,0.00484602,0.00351216,0.00241467,0.0022986,0.00132689,0.00450511,0.00332863,0.00170887,0.00474214,0.00115258,0.00378412,0.00200017,0.00627579,0.0066045,0.0517004,0.0187397,0.00876795,0.00676172,0.00314188,0.00362624,0.00140098,0.00769942,0.00309649,0.00266913,0.00782337,0.00132606,0.00415432,0.00303551,0.0073264,0.0092051,0.0218931,0.018202,0.00895985,0.00754958,0.00291952,0.00304124,0.00118892,0.00880014,0.0028047,0.00234772,0.00896392,0.00113441,0.0035962,0.00283042,0.00807965,0.00934133,0.0209077,0.0175099,0.00968598,0.00591422,0.00300929,0.00301145,0.00150817,0.00722136,0.00337501,0.00240156,0.00756053,0.00133909,0.00399013,0.00273957,0.00706447,0.0102288,0.0241077,0.0181402,0.010211,0.00747333,0.00264723,0.00232573,0.00140048,0.00738389,0.00280968,0.0022236,0.00823912,0.00120368,0.00298606,0.00243002,0.00874804,0.00995421,0.022491,0.0172403,0.00936216,0.00721174,0.00292757,0.00243541,0.00139667,0.0077073,0.0031335,0.00210719,0.0079187,0.00115407,0.00325056,0.00241824,0.00832283,0.00987854,0.0242025,0.0158683,0.00973625,0.00655986,0.00289638,0.0024199,0.0013731,0.00806439,0.00330997,0.00211317,0.0087448,0.00105916,0.00340239,0.00244047,0.00821223,0.0102556,0.0242113
Armed Forces Memorial United Kingdom (Bs0u10e01),0.00912325,0.00719316,0.00348814,0.00329982,0.00371674,0.000903324,0.00797554,0.00384571,0.0012984,0.00550575,0.000415339,0.0033293,0.00194404,0.009731,0.00718264,0.0416307,0.00947398,0.00722396,0.00364159,0.00335601,0.00382254,0.000926749,0.00802476,0.0038436,0.0013463,0.0056359,0.000461006,0.00349209,0.00207117,0.00980075,0.00731582,0.0401466,0.00989721,0.00755665,0.00374911,0.00340326,0.00372239,0.000959124,0.00790672,0.00380359,0.00138894,0.00567999,0.000474956,0.0034992,0.00211736,0.00952543,0.00754468,0.0393542,0.0103744,0.00773234,0.00500329,0.00298568,0.00301621,0.000860026,0.00869068,0.00346274,0.00112679,0.00569355,0.000454426,0.00279012,0.0016149,0.0101308,0.00689192,0.0397549,0.0123607,0.00874213,0.00507106,0.00319559,0.00338286,0.000894901,0.00827613,0.00333311,0.00142974,0.00649659,0.000571421,0.00329297,0.00213618,0.00929131,0.00783381,0.0342743,0.0114651,0.00864396,0.0045994,0.00328284,0.00331811,0.000873187,0.0082273,0.00352117,0.00140039,0.00646974,0.000486274,0.00317532,0.00200866,0.00943173,0.00759955,0.03608,0.019311,0.0102748,0.00766799,0.00298081,0.00240452,0.001014,0.00712841,0.00231595,0.00170479,0.00683323,0.000857263,0.00261851,0.00245743,0.00868896,0.0097102,0.0246149,0.0187359,0.0110273,0.00699155,0.00311913,0.00241202,0.000868975,0.00747466,0.00226542,0.00163872,0.00736056,0.000713026,0.0026214,0.00256429,0.00807964,0.0104539,0.0242563,0.0177129,0.01243,0.0055801,0.00327981,0.00225239,0.000764746,0.00730739,0.00255442,0.00173019,0.00743176,0.000597347,0.00250375,0.00266825,0.00702366,0.0117698,0.0249763
Baptistry of St. John  Pisa (NotFromUtrecht),0.00886234,0.00667611,0.00264056,0.0031397,0.00305128,0.0013415,0.00524047,0.00427752,0.000930385,0.00525843,0.000449206,0.00414746,0.00181774,0.00841077,0.00672684,0.0475455,0.00936227,0.00647006,0.00463002,0.00285017,0.00287721,0.0011694,0.00600369,0.00407088,0.00103815,0.0060627,0.000567231,0.00378331,0.00147117,0.0090974,0.00634158,0.0447206,0.00799649,0.00655967,0.00238853,0.00303747,0.00260642,0.00125268,0.00488639,0.00442831,0.000805057,0.00474074,0.000354667,0.00374068,0.00149821,0.00829827,0.00610099,0.0518213,0.0102202,0.00566698,0.00646769,0.00242622,0.00342904,0.00123867,0.00731637,0.00342016,0.00104249,0.00564843,0.000779005,0.00394062,0.00163696,0.0101809,0.00710302,0.039999,0.0145556,0.0076213,0.009502,0.00190478,0.00397535,0.00126038,0.010011,0.00229695,0.00181459,0.009547,0.00115597,0.00417963,0.00193083,0.0117084,0.00816761,0.0208845,0.00948641,0.00631434,0.00462232,0.00252412,0.00321806,0.00117196,0.00781136,0.00370496,0.00119861,0.00725834,0.000582231,0.00385141,0.00164623,0.00912089,0.00719262,0.040812,0.0138638,0.00855425,0.00744012,0.00238162,0.00310418,0.00123492,0.00927049,0.00291707,0.00143387,0.00629243,0.0009517,0.0033574,0.00183097,0.00874925,0.00887319,0.0302606,0.0154494,0.0110168,0.0071194,0.00239918,0.00274912,0.0011915,0.00876168,0.00250576,0.0015886,0.00697552,0.000967095,0.0030651,0.00199794,0.00810445,0.0111242,0.0255001,0.0153036,0.00969305,0.00680894,0.00258254,0.00313339,0.00138808,0.0079884,0.00287819,0.00183413,0.00817057,0.00105255,0.00354766,0.00206149,0.00903898,0.00958786,0.0254464
Basilica Santa Maria Alicante (Zeisterre),0.00972484,0.00785179,0.00508807,0.0033464,0.00277881,0.000931364,0.00848269,0.00347282,0.00105302,0.00720184,0.000387986,0.0031791,0.00205007,0.0102218,0.00878693,0.0359542,0.0105123,0.00853866,0.00613593,0.00294988,0.00321105,0.000896038,0.0095883,0.00294016,0.00107604,0.00796075,0.000459629,0.00333787,0.00195957,0.0103669,0.00959743,0.0309813,0.0096268,0.00825566,0.00453655,0.00329381,0.00254443,0.000910724,0.00805085,0.00345773,0.00100975,0.00696191,0.00038481,0.0029858,0.00181748,0.00953412,0.00902111,0.0381202,0.0107388,0.00932693,0.00600653,0.0030763,0.00239261,0.000848011,0.00839299,0.0030886,0.00107564,0.00743106,0.000409816,0.00272443,0.00185757,0.0102514,0.00972127,0.0331699,0.011897,0.010037,0.00592854,0.00284073,0.00322157,0.000878177,0.00970519,0.00274467,0.00131617,0.00867103,0.000503488,0.00323645,0.00200046,0.00995823,0.0097435,0.0278296,0.0117102,0.00907747,0.0050706,0.00282426,0.00290324,0.000701152,0.0105127,0.0027804,0.00111216,0.00943628,0.000382429,0.00296238,0.00186312,0.00922433,0.00935015,0.0306008,0.0131657,0.0110509,0.00781052,0.00259861,0.00255515,0.000794428,0.0094601,0.00222253,0.000918265,0.00843268,0.000432043,0.00276789,0.00165474,0.0112296,0.00974886,0.0256698,0.0130343,0.00990087,0.00625163,0.00266529,0.0035012,0.000856942,0.00985245,0.00233208,0.00114848,0.00984332,0.000445538,0.00365679,0.00182601,0.0104861,0.0085724,0.0261383,0.0126084,0.0119299,0.0052897,0.0027022,0.00245969,0.000667018,0.0105379,0.0023301,0.00099368,0.0102222,0.000310388,0.00261687,0.00171507,0.00980323,0.00965737,0.026668
Basilica di Santa Croce Lecce (Tango7174),0.00588765,0.00830617,0.0024284,0.00223086,0.00131358,0.000641975,0.00647037,0.00351852,0.000754321,0.00648272,0.000316049,0.00158395,0.000969136,0.00905556,0.00812222,0.0515531,0.0131062,0.00782222,0.00379259,0.00272222,0.00245309,0.00109506,0.00704074,0.00381111,0.00214568,0.00416914,0.000938272,0.00274691,0.00205185,0.0058679,0.0101025,0.0397691,0.00586173,0.00526173,0.00364938,0.00251605,0.00116049,0.000538272,0.0076642,0.00454198,0.00062716,0.00284321,0.00031358,0.0013963,0.000775309,0.00584815,0.00761358,0.0590235,0.0185593,0.0119975,0.0046679,0.00264198,0.00330988,0.00121852,0.00607778,0.0030716,0.00255432,0.00508395,0.00125802,0.00316173,0.00243457,0.00625185,0.0131605,0.0241852,0.0191074,0.00984321,0.00519877,0.00274444,0.00389877,0.00136049,0.00612222,0.00347531,0.00302716,0.00503951,0.00153951,0.00364074,0.00268395,0.00623333,0.0119753,0.0237444,0.0157333,0.00757037,0.00581358,0.00237407,0.00384198,0.00126049,0.00774198,0.00321728,0.00209012,0.00495432,0.00126914,0.0038284,0.00190247,0.00686914,0.0106074,0.0305605,0.0171716,0.0118037,0.00788395,0.00228148,0.0032321,0.00111852,0.00914198,0.00234938,0.0016358,0.00675309,0.00091358,0.00326914,0.00180494,0.00816173,0.0106802,0.0214333,0.0164716,0.0105926,0.00739012,0.00198642,0.00340988,0.0011358,0.00937407,0.00210988,0.00161975,0.00726049,0.000930864,0.00355556,0.00188395,0.00865802,0.010616,0.0226395,0.0172099,0.0094716,0.00737407,0.00271235,0.00365802,0.00121481,0.0100691,0.00232469,0.00172099,0.00777037,0.000790123,0.00415432,0.00204938,0.00832716,0.00852963,0.022258
Basilica of Our Lady of the Pillar Zaragoza (Willtron),0.0110377,0.00858924,0.00507758,0.0034502,0.00277622,0.000808316,0.00836256,0.00327625,0.00126805,0.00747197,0.000417423,0.00300592,0.00224696,0.00947748,0.00959838,0.0333408,0.0115851,0.00842268,0.00560348,0.00338438,0.00281114,0.000829809,0.0086245,0.00321177,0.00128652,0.0075613,0.000467124,0.00296797,0.00219256,0.00954935,0.00939454,0.0323128,0.0105467,0.00841898,0.00495299,0.00349017,0.0026167,0.000840555,0.00834812,0.00340453,0.00122507,0.00712742,0.000403319,0.00293774,0.00211398,0.00966185,0.00952383,0.034593,0.0118316,0.00931595,0.00592754,0.00300424,0.00262006,0.000777421,0.00885118,0.00292062,0.00126704,0.00753846,0.000448654,0.00290114,0.00204614,0.00948185,0.00984789,0.0314253,0.0125385,0.00780578,0.00736283,0.00279905,0.00317953,0.000781115,0.010083,0.00264256,0.00122137,0.00838003,0.000562833,0.00336692,0.0019595,0.0103815,0.00841361,0.028727,0.00954263,0.00818727,0.00508228,0.00315737,0.00233293,0.000745854,0.00837465,0.003332,0.0010088,0.0068225,0.000370744,0.00261872,0.00177783,0.0098405,0.00922394,0.037787,0.0146078,0.00965748,0.00728761,0.00277151,0.00276278,0.000829473,0.00970987,0.00242293,0.00166633,0.0090117,0.000685406,0.00300625,0.00250521,0.00960409,0.00976763,0.023909,0.0156307,0.00938849,0.0082813,0.00269595,0.00296864,0.000827458,0.00980491,0.0022745,0.0015938,0.00896637,0.000702869,0.0030714,0.00231917,0.00989793,0.00911782,0.0226637,0.0142679,0.0086957,0.0078454,0.00292398,0.00301095,0.000827458,0.00974009,0.00260629,0.00151555,0.00907719,0.000642086,0.00318759,0.00231614,0.0100648,0.00808618,0.0253977
Basilica of Saint Mary Major Rome (JACurran),0.00930468,0.00587718,0.0047067,0.00323423,0.00294876,0.00129128,0.00826645,0.00416629,0.00127792,0.00660515,0.000652949,0.00391134,0.00228564,0.0102269,0.00820859,0.0372807,0.0092926,0.00586637,0.00466887,0.00319862,0.00297006,0.00130558,0.00836881,0.00406742,0.00131226,0.00665379,0.000647545,0.00392977,0.0023454,0.0102676,0.00812912,0.037221,0.0118987,0.00775623,0.00551923,0.00270748,0.00289345,0.00109577,0.00875632,0.00326029,0.00129128,0.00710551,0.00067393,0.00355148,0.00213623,0.0104767,0.00925414,0.031868,0.0132631,0.00959714,0.00715764,0.0023578,0.00297133,0.00117302,0.00771427,0.00275199,0.00122484,0.00581328,0.000741005,0.0034345,0.00194232,0.0101643,0.00975895,0.0301793,0.0126168,0.00855033,0.00711028,0.00253264,0.00261052,0.00100295,0.00981204,0.00296879,0.00125217,0.00675551,0.000645002,0.00305398,0.00193628,0.0102002,0.00951767,0.0296796,0.0146513,0.0110674,0.00562223,0.00216866,0.00265217,0.000985146,0.00862281,0.00236003,0.00133896,0.00789579,0.000665029,0.00304731,0.00186793,0.00948524,0.0110772,0.0267375,0.0152648,0.0114241,0.00982443,0.00203768,0.0028909,0.000923793,0.00890923,0.00190194,0.00115712,0.00687281,0.000666618,0.00308069,0.00158723,0.0109841,0.0100714,0.0226479,0.0154931,0.0118834,0.0083526,0.00209363,0.00265121,0.000781059,0.0105489,0.00195344,0.00113169,0.00719865,0.000603676,0.00267251,0.00155195,0.0089372,0.0112206,0.0231711,0.0154915,0.0118942,0.00636164,0.0020895,0.00243632,0.000811577,0.00982666,0.00196902,0.00117524,0.00907294,0.000535647,0.00270557,0.00159232,0.0093085,0.0109224,0.0240517
