Abbey of Saint Gall (Pjetter),0.292194,0.170096,0.410259,0.210595,0.608969,0.255487,0.197814,0.268515,0.354512,0.30047,0.159522,0.427996,0.191897,0.63038,0.231413,0.188174,0.248015,0.341195,0.324273,0.178062,0.442064,0.223179,0.541102,0.27801,0.225334,0.294562,0.332096,0.342336,0.241541,0.288393,0.25157,0.525539,0.301665,0.290968,0.292148,0.375234,0.356563,0.247515,0.262573,0.237401,0.544387,0.311625,0.293045,0.274506,0.362766,0.354939,0.247608,0.292036,0.255459,0.511324,0.323508,0.310419,0.30476,0.326826,0.334426,0.246181,0.401876,0.224603,0.490097,0.270502,0.34477,0.250474,0.347323,0.372624,0.246426,0.364608,0.204965,0.518431,0.276035,0.343253,0.228923,0.332087,0.361765,0.254035,0.382779,0.217369,0.49286,0.284828,0.378423,0.250141,0.284622
Basilica of Saint Peter Vatican (Wolfgang Stuck),0.310804,0.239998,0.381254,0.331146,0.452502,0.248446,0.314972,0.28572,0.378765,0.32494,0.252812,0.407493,0.302607,0.45003,0.270265,0.314182,0.278107,0.348216,0.353343,0.259272,0.400221,0.290506,0.422386,0.30147,0.318248,0.27691,0.340736,0.306903,0.251486,0.391496,0.284797,0.420357,0.215035,0.441123,0.275572,0.3387,0.305811,0.257825,0.404326,0.264754,0.406691,0.224884,0.463587,0.275526,0.31565,0.323695,0.266378,0.392609,0.26217,0.396454,0.240712,0.463017,0.274134,0.311025,0.297754,0.235729,0.411968,0.273982,0.425033,0.199145,0.441051,0.271801,0.349681,0.301676,0.240065,0.427269,0.252108,0.415857,0.201783,0.463857,0.263688,0.326947,0.317245,0.246496,0.416039,0.24394,0.422278,0.207549,0.460815,0.258332,0.324838
Basilica of St Mary of Health Venice (Radomil),0.413443,0.343368,0.32827,0.230065,0.49574,0.356609,0.276979,0.203866,0.243445,0.428178,0.342147,0.3271,0.199469,0.510137,0.363391,0.264309,0.180554,0.240967,0.45434,0.326154,0.305301,0.189876,0.483655,0.383613,0.270177,0.182305,0.265755,0.395144,0.31078,0.277427,0.213491,0.529284,0.302769,0.316852,0.229099,0.316293,0.418094,0.316321,0.254858,0.188597,0.543381,0.309987,0.314339,0.206486,0.303012,0.432098,0.317573,0.255168,0.189996,0.516902,0.330405,0.321295,0.20414,0.299952,0.311533,0.299895,0.370393,0.199287,0.478441,0.239468,0.43039,0.253155,0.317064,0.327401,0.311925,0.361588,0.185698,0.474319,0.24561,0.441503,0.242834,0.301804,0.336157,0.321603,0.36687,0.191583,0.445937,0.259536,0.447293,0.247186,0.291346
Campo Santo Pisa (Georges Jansoone),0.243115,0.543855,0.371071,0.141849,0.263048,0.475385,0.377686,0.148778,0.165334,0.247808,0.537048,0.357932,0.142758,0.26401,0.486181,0.374568,0.159213,0.173064,0.2071,0.572504,0.351568,0.114414,0.181486,0.521394,0.384843,0.147012,0.134731,0.321294,0.453443,0.324422,0.143244,0.416305,0.406649,0.371986,0.167695,0.245404,0.324317,0.455516,0.316834,0.1447,0.396859,0.413876,0.382577,0.175993,0.244689,0.310219,0.485534,0.307266,0.1391,0.34494,0.444794,0.395066,0.176835,0.223801,0.345328,0.237192,0.303466,0.18345,0.560479,0.222054,0.393678,0.236072,0.352966,0.350696,0.256479,0.327595,0.178267,0.527721,0.23321,0.413471,0.236676,0.335088,0.358611,0.263231,0.332042,0.18974,0.505527,0.242424,0.415308,0.235541,0.336997
Canadian National Vimy Memorial France (HTO3),0.353717,0.303877,0.454938,0.20217,0.525496,0.228718,0.275263,0.216427,0.289192,0.340797,0.262275,0.478399,0.217463,0.51364,0.229137,0.288384,0.215235,0.305111,0.358189,0.195922,0.416083,0.211434,0.590321,0.212686,0.234407,0.19867,0.356868,0.289537,0.287945,0.340275,0.20518,0.443421,0.24596,0.4554,0.38413,0.251607,0.280718,0.255834,0.33202,0.220743,0.440277,0.235481,0.447671,0.422154,0.262418,0.329152,0.216979,0.285749,0.21975,0.529634,0.225231,0.369783,0.39022,0.307221,0.208522,0.327999,0.444572,0.211832,0.277561,0.258976,0.497408,0.416707,0.203101,0.230449,0.316269,0.394812,0.232716,0.293479,0.272754,0.472883,0.452883,0.218146,0.258285,0.29975,0.363254,0.241858,0.335458,0.282669,0.446605,0.454293,0.23392
Casas Grandes Chihuahua Mexico (Aromgom),0.182879,0.367858,0.650764,0.201364,0.224561,0.205568,0.41743,0.286621,0.134573,0.200282,0.340361,0.64373,0.16785,0.27024,0.201146,0.436856,0.281734,0.133313,0.203941,0.294459,0.646466,0.139893,0.238277,0.231335,0.476438,0.278107,0.139949,0.271385,0.412634,0.474811,0.219483,0.302962,0.313842,0.404851,0.285509,0.216247,0.272433,0.391176,0.441149,0.201152,0.296555,0.30871,0.460792,0.308368,0.216842,0.27341,0.384163,0.395059,0.197489,0.276942,0.334391,0.494212,0.317427,0.221525,0.295162,0.362249,0.371595,0.266969,0.349222,0.329662,0.396125,0.326831,0.279166,0.307813,0.368648,0.37552,0.259061,0.336488,0.329309,0.393721,0.320169,0.286407,0.302927,0.380608,0.379931,0.257935,0.313644,0.336152,0.39504,0.324866,0.282008
El Infiernito Boyaca Colombia (Andrew Bertram),0.261418,0.284512,0.459981,0.286842,0.339562,0.267821,0.386343,0.346958,0.316514,0.27109,0.279863,0.45172,0.278515,0.348587,0.273614,0.379757,0.345272,0.32674,0.271648,0.269815,0.447977,0.281372,0.335746,0.277491,0.377104,0.358916,0.335855,0.313667,0.303918,0.370325,0.296055,0.415938,0.277266,0.316639,0.324659,0.359044,0.311582,0.30692,0.375302,0.296152,0.401634,0.28017,0.325845,0.32765,0.356124,0.304309,0.301896,0.380219,0.294562,0.40502,0.269825,0.327903,0.333451,0.359672,0.295228,0.30724,0.393721,0.298768,0.375911,0.287116,0.336054,0.358261,0.330361,0.293685,0.314032,0.399053,0.301524,0.35703,0.288626,0.339932,0.360044,0.330169,0.286326,0.315289,0.400568,0.299063,0.358977,0.28232,0.343507,0.364686,0.330385
Fort Stanwix New York (National Park Service),0.166249,0.42916,0.387946,0.397367,0.180976,0.267654,0.39608,0.409778,0.224929,0.160422,0.451844,0.407546,0.344209,0.153323,0.254544,0.451404,0.394586,0.194331,0.174316,0.488681,0.367772,0.336858,0.138864,0.290452,0.463088,0.35667,0.19174,0.154886,0.407009,0.316695,0.433106,0.1781,0.234397,0.410753,0.466435,0.222568,0.15399,0.382795,0.332708,0.439989,0.168354,0.210926,0.414694,0.480081,0.224026,0.158381,0.386974,0.303724,0.463294,0.161208,0.224674,0.389105,0.478076,0.248698,0.177454,0.478385,0.280977,0.333216,0.219494,0.320897,0.453238,0.356024,0.257577,0.18767,0.402426,0.294786,0.403881,0.232107,0.286897,0.407295,0.399792,0.301509,0.186536,0.367503,0.260133,0.45784,0.227658,0.294116,0.342689,0.418983,0.348633
George Washington Birthplace Virginia (JGHowes),0.363367,0.309296,0.318162,0.303498,0.398914,0.345434,0.322795,0.30437,0.321974,0.362695,0.306113,0.320437,0.297395,0.400269,0.341938,0.32713,0.304333,0.326884,0.351511,0.288231,0.330002,0.309042,0.406112,0.318394,0.327339,0.320972,0.335379,0.354991,0.276477,0.301706,0.314924,0.4457,0.286332,0.312779,0.319856,0.35576,0.350889,0.281906,0.299914,0.317176,0.429367,0.294791,0.322692,0.322838,0.356714,0.349404,0.278671,0.301629,0.320241,0.427761,0.286497,0.329371,0.326207,0.356045,0.327174,0.278984,0.360012,0.318994,0.418423,0.260476,0.333198,0.328935,0.348733,0.328902,0.285959,0.341347,0.332054,0.406592,0.277371,0.328012,0.329386,0.353461,0.343007,0.286126,0.321889,0.328115,0.418691,0.28477,0.320582,0.317279,0.359682
Hosios Loukas Monastery Greece (BishkekRocks),0.232086,0.371317,0.498987,0.215795,0.25619,0.266763,0.495605,0.305006,0.193017,0.218644,0.369225,0.508469,0.204945,0.240162,0.264657,0.512886,0.302544,0.181714,0.21286,0.361333,0.511754,0.203969,0.221296,0.263617,0.524871,0.30799,0.178382,0.236249,0.366353,0.473727,0.233154,0.229097,0.25881,0.520255,0.319572,0.197318,0.216565,0.368287,0.486592,0.217243,0.209506,0.24849,0.541983,0.318713,0.180373,0.210156,0.372783,0.486327,0.209688,0.207549,0.246537,0.547935,0.31908,0.174594,0.251397,0.338696,0.462424,0.258302,0.24954,0.259792,0.508042,0.320769,0.225315,0.228902,0.341982,0.482369,0.244423,0.228062,0.24596,0.525124,0.326852,0.207687,0.226059,0.356999,0.481415,0.225572,0.231546,0.245544,0.53238,0.319423,0.1986
