Abbey of Saint Gall (Pjetter),0.0239403,0.000627943,0.00145212,0.00604396,0.000706436,0,0.00133438,0.00313972,3.92465e-005,0.962716,0,0.0483909,0.00188383,0.0220565,0.0156986,0.000549451,0,0.0016876,0.00478807,0,0.904788,0.000156986,0.0258242,0.000274725,0.0265699,0.00839874,0.000392465,0,0.000510204,0.00113815,0,0.936892,0,0.0430534,0.000392465,0.271507,0.0515699,0.00184458,3.92465e-005,0.005573,0.00431711,0.00572998,0.615424,0.000549451,0.094898,0.00066719,0.54427,0.111538,0.00259027,0.00357143,0.00364992,0.00710361,0.00404239,0.225314,0.00235479,0.0281005,0,0.265345,0.0478022,0.000470958,0.000156986,0.00137363,0.00192308,0.00188383,0.651884,0.00105965,0.242308,0.00208006,0.226374,0.245212,0.0443485,3.92465e-005,0.00286499,0.00612245,0.00211931,0.00419937,0.224333,0.338579,0.000392465,0.291837,0.0935636,0.0198587,0.00451334,0.000274725,0.00584772,7.84929e-005,0.000431711,0.244623,0.0941915,0.000392465,0.363187,0.187049,0.00372841,7.84929e-005,0.0216641,0.00957614,0.0100078,0.10416,0.205965
Basilica of Saint Peter Vatican (Wolfgang Stuck),0,0.873405,0,0.107674,0.00106473,0,1.40713e-005,0.000562852,0,0.0172795,0,0.00643527,0.871398,0.00967167,0.082242,0.00415103,4.69043e-006,0.00116792,0.00242026,0.000619137,0.0213086,0.000581614,0,0.998222,0,0.0017636,9.38086e-006,0,0,4.69043e-006,0,0,0,0.0414869,0.6553,0.0497045,0.167359,0.0476126,0.000211069,0.00344278,0.0081848,0.00120544,0.0206191,0.00487336,0.137692,0.185042,0.201384,0.279629,0.0383396,4.69043e-006,0.00919325,0.0186961,0.00586773,0.111801,0.0123499,0.0678987,0.741243,0.0791088,0.0340056,0.0611773,7.97373e-005,0.00208255,0.00458255,0.00319418,0.00461538,0.0020122,0.2128,0.0158959,0.403621,0.175235,0.0676173,0.00188086,0.0128705,0.0284099,0.031651,0.0371482,0.0128705,0.117659,0.00500938,0.563218,0.154526,0.0405629,0.00344747,0.0115807,0.0136257,0.0268058,0.0403002,0.0232645,0.210797,0.00445122,0.540708,0.0805769,0.0336585,0.00950281,0.00984053,0.0176735,0.0358443,0.0172139,0.0397326
Basilica of St Mary of Health Venice (Radomil),0,1,0,0,0,0,0,0,0,0,0,0.0225792,0.904387,0,0.0514891,0.00237676,0,0.000117371,7.33568e-005,0,0.0189774,0,0,0.985967,0,0.0040493,0.000300763,0,8.80282e-005,4.40141e-005,0,0.00955106,0,0.0527656,0.846244,0.0098885,0.0547609,0.00813527,0,0.000946303,0.00119572,0,0.0260637,0,0.242085,0.269403,0.000168721,0.429108,0.0280516,0,7.33568e-006,0,0,0.0311766,0,0.0494718,0.349435,0.00127641,0.412639,0.0175249,0,0.000418134,0.000491491,0,0.168669,7.33568e-005,0.126636,0.351394,0.0377567,0.147344,0.28337,0.000168721,0.00461414,0.00341843,0.000359448,0.0378594,0.00707893,0.224479,0.0342283,0.0181338,0.261495,0.402215,0,0.00150381,0.0022814,0.0016652,0.0536605,0.000337441,0.276819,0.0608641,0.0255869,0.302545,0.236275,0.000124707,0.00232541,0.00165053,0.00184859,0.0901408,0.00181925
Campo Santo Pisa (Georges Jansoone),0.00465816,0.922381,0.015625,0.0231881,0.00454079,0,0.00245745,0.00137177,0,0.0178037,0.00797388,0,1,0,0,0,0,0,0,0,0,0,0.0185813,0.932614,0.0153609,0.0258509,0.00262617,0,0.000308099,9.53638e-005,0,0.00288292,0.00167987,0.0910431,0.113461,0.05011,0.193948,0.0244498,1.46714e-005,0.00393926,0.00486356,0,0.499655,0.0185153,0.043772,0.239334,0.01875,0.202223,0.00787852,1.46714e-005,0.00123973,0.000198063,7.33568e-006,0.468479,0.0181045,0.13728,0.180971,0.113373,0.153653,0.0169454,0.000337441,0.00697623,0.00245012,1.46714e-005,0.33929,0.0487089,0.245261,0.00214935,0.0374193,0.113351,0.305729,0.000601526,0.00472418,0.00234008,0.000352113,0.271259,0.0168134,0.513534,0.0194542,0.025961,0.0925543,0.116293,0,0.00239143,0.00126174,0,0.221552,0.00699824,0.725125,0.080135,0.0056118,0.036451,0.0204299,0,0.00181925,0.00399061,7.33568e-006,0.121369,0.00506162
Canadian National Vimy Memorial France (HTO3),0.000191156,0.296164,0.0293318,0.224905,0.00242131,0,0.0150801,0.000191156,0,0.419269,0.0124464,0.0113207,0.744531,0.042203,0.151353,0.00737012,2.12395e-005,0.000679665,0,0,0.0311584,0.0113632,0.00571344,0,0.0577928,0.532454,0.0299265,0,0.00174164,0,0,0.276815,0.0955567,0.0178412,0.135614,0.175035,0.585192,0.0147615,0.000254874,0.0114694,0,2.12395e-005,0.0178625,0.0419481,0.230576,0.311754,0.129922,0.215369,0.0754428,0,0.00110446,0,2.12395e-005,0.00960027,0.0262096,0.167049,0.0446668,0.186696,0.184019,0.0335797,0.00167792,0.000594707,0,0.000297354,0.165307,0.216112,0.30192,0,0.599274,0.00384436,0.0170978,0.0765685,0,0,0.000488509,0,0.000807103,0.335712,0,0.624846,0.00244255,0.0326027,0.00356824,0,0,0.000637186,0,0.000191156,0.62508,0,0.335139,0.00630814,0.016673,0.000254874,0,0,0.000212395,2.12395e-005,0.016312
Casas Grandes Chihuahua Mexico (Aromgom),0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.000360555,0.248513,0.313818,0.135659,0.0038309,0,0.149856,4.50694e-005,0,0.147738,0.000180278,0.0234812,0.192627,0.339553,0.17879,0.00752659,0,0.117856,4.50694e-005,0,0.140031,9.01388e-005,0.0356048,0.369704,0.181179,0.342663,0.00779701,0,0.0443032,4.50694e-005,0,0.0187038,0,0,0,0.0248783,0.654408,0.00806742,0,0.26929,0,0,0.0433568,0,0,0,0.0628718,0.672255,0.00247882,0,0.217099,0,0,0.0452948,0,0,0,0.014963,0.960384,4.50694e-005,0,0.0226699,0,0,0.00193798,0
El Infiernito Boyaca Colombia (Andrew Bertram),0.0565245,0.403086,0.0037071,0.0943723,0.207774,0,0,0.000988561,0,0.233548,0,0.0467801,0.313939,0.00285977,0.145354,0.200431,0,3.53057e-005,0.000564892,0,0.289966,7.06115e-005,0.0611142,0.356094,3.53057e-005,0.0839924,0.274255,0,3.53057e-005,0.000882644,0,0.223591,0,0.148849,0.000141223,0.0589606,0.242233,0.493645,0,0.0049075,0.025985,0,0.0136986,0.0115803,0.160323,0.00225957,0.132361,0.246646,0.386951,0,0.00444852,0.0551476,0.000600198,0.00557831,0.00568423,0.163324,0.000423669,0.207527,0.222885,0.34236,0,0.0103799,0.0260203,0,0.0164878,0.0105917,0.0830391,3.53057e-005,0.284529,0.130843,0.421374,0,0.00974439,0.00723768,7.06115e-005,0.0250671,0.0380596,0.0509109,0,0.310055,0.234571,0.295615,0,0.0166643,0.00575484,3.53057e-005,0.0263381,0.0600551,0.000706115,0,0.509603,0.223874,0.142706,0,0.0114038,0,0,0.0293744,0.082333
Fort Stanwix New York (National Park Service),0.0521446,0.00298795,9.63855e-005,0.0399036,0.890699,0,9.63855e-005,0.00462651,0,0.00944578,0,0.101398,0.0108916,0.0203373,0.0555181,0.735711,0,9.63855e-005,0.012241,0,0.0569639,0.00684337,0.0177349,9.63855e-005,0.00240964,0.0606265,0.898699,0,0,0.000481928,0,0.0181205,0.00183133,0.085012,0.00877108,0.00790361,0.0740241,0.765205,0,0.000578313,0.010988,0,0.046747,0.000771084,0.168386,0.0225542,0.0248675,0.129831,0.475181,0,0.00115663,0.0373976,0,0.128675,0.0119518,0.0713253,0.00115663,0.00722892,0.0386506,0.84241,0,0,0.00106024,0,0.037494,0.000674699,0.0148434,0.00337349,0.00636145,0.000674699,0.972048,0,0,0.00260241,0,0,9.63855e-005,0.176,0.0160964,0.00568675,0.0225542,0.760771,0,9.63855e-005,0.00250602,0,0.0161928,9.63855e-005,0.110361,0.00086747,0.0127229,0.0129157,0.861783,0,9.63855e-005,0.00115663,0,9.63855e-005,0
George Washington Birthplace Virginia (JGHowes),0.629243,0.0569205,0.0128335,0.0216154,0.227332,8.6479e-006,0.000436719,0.00367536,6.48593e-005,0.0377957,0.0100748,0.0787608,0.418796,0.0102953,0.0409824,0.194682,0.00035024,0.0270463,0.060371,0.00190254,0.154309,0.0125049,0.00882951,0.851598,0.000985861,0.0103256,0.000423747,4.75635e-005,0.0107234,0.0765512,0.00070048,0.0394042,0.000410775,0.768898,0.0128335,0.0949669,0.0174169,0.0453539,0.00159121,0.00652917,0.0161975,0.0234661,0.0096943,0.00305271,0.290621,0.0608639,0.147525,0.0574869,0.0438751,0.012574,0.0815194,0.0970251,0.0636096,0.115359,0.0295412,0.470666,0.126298,0.0321226,0.0469711,0.19082,0.000116747,0.00818956,0.0857396,0.00125827,0.0343884,0.00342889,0.668158,0.00151338,0.184641,0.00584598,0.0713019,0.0214425,0.00783067,0.00719073,0.0211874,0.000345916,0.0105418,0.540481,0.00179876,0.177061,0.00829766,0.195884,0.0171228,0.011225,0.0107364,0.0218359,0.00316081,0.0123968,0.677178,0.000665888,0.0298612,0.00467419,0.282328,0.000272409,9.51269e-005,0.00112423,0.00117611,0.000103775,0.00252086
Hosios Loukas Monastery Greece (BishkekRocks),0.0367364,0.886863,0.00705973,0.0231075,0.0382057,0,0.00280084,0.00338858,0.000472457,0.00134729,1.80845e-005,0.0149649,0.754449,0.127803,0.0158759,0.00032326,0.000101725,0.0330856,0.0250651,0.0262496,0.00168412,0.000397859,0.00335015,0.931846,0.0422567,0.00658954,0.00114837,0,0.00280988,0.00901964,0.00236455,0.000454373,0.0001605,0.0831457,0.0175713,0.215481,0.517522,0.0510367,6.78168e-006,0.0142461,0.0229786,0.00199155,0.0669782,0.00904225,0.043283,0.00202546,0.605396,0.254042,0.00200964,6.78168e-006,0.0253092,0.0181161,0.0152091,0.0338971,0.000705295,0.063307,0.208494,0.349876,0.230028,0.0267718,2.26056e-005,0.0610917,0.0342113,0.00842737,0.015521,0.00224926,0.183949,0.0551893,0.196273,0.229671,0.150434,0.000117549,0.014827,0.0200331,0.00761131,0.125909,0.0159867,0.174185,0.043405,0.27115,0.295544,0.0383708,0.000205711,0.00426342,0.0111152,0.00619846,0.143708,0.0118544,0.171285,0.0353348,0.0843415,0.421082,0.220235,0,0.00199382,0.0179285,0.000870316,0.0414135,0.00551577
